# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.50610,0.30747,0.03900
7.50610,0.30848,0.01000
7.50610,0.30949,0.00900
7.50610,0.31051,0.03700
7.50610,0.31152,0.09200
7.50610,0.31253,0.17600
7.50610,0.31354,0.28800
7.50610,0.31455,0.42800
7.50610,0.31556,0.59600
7.50610,0.31657,0.79200
7.50610,0.31758,1.01600
7.50610,0.31859,1.26800
7.50610,0.31960,1.54800
7.50610,0.32061,1.85500
7.50610,0.32162,2.19000
7.50610,0.32263,2.55200
7.50610,0.32364,2.94300
7.50610,0.32465,3.36000
7.50610,0.32566,3.80500
7.50610,0.32667,4.27700
7.50610,0.32768,4.77500
7.50610,0.32869,5.30300
7.50610,0.32970,5.85600
7.50610,0.33071,6.43500
7.50610,0.33172,7.04100
7.50610,0.33273,7.67500
7.50610,0.33374,8.33400
7.50610,0.33475,9.02000
7.50610,0.33576,9.73300
7.50610,0.33677,10.47100
7.50610,0.33778,11.23500
7.50610,0.33879,12.02500
7.50610,0.33980,12.84100
7.50610,0.34081,13.68200
7.50610,0.34182,14.54800
7.50610,0.34283,15.44000
7.50610,0.34384,16.35600
7.50610,0.34485,17.29800
7.50610,0.34586,18.26300
7.50610,0.34687,19.25300
7.50610,0.34788,20.26800
7.50610,0.34889,21.30600
7.50610,0.34990,22.36800
7.50610,0.35091,23.45400
7.50610,0.35192,24.56300
7.50610,0.35293,25.69500
7.50610,0.35394,26.85100
7.50610,0.35495,28.02900
7.50610,0.35596,29.22900
7.50610,0.35697,30.45100
7.50610,0.35798,31.69400
7.50610,0.35899,32.95900
7.50610,0.36000,34.24600
7.51820,0.26000,33.03900
7.51820,0.26101,31.69900
7.51820,0.26202,30.38600
7.51820,0.26303,29.10000
7.51820,0.26404,27.84100
7.51820,0.26505,26.60900
7.51820,0.26606,25.40500
7.51820,0.26707,24.22700
7.51820,0.26808,23.07700
7.51820,0.26909,21.95500
7.51820,0.27010,20.85900
7.51820,0.27111,19.79200
7.51820,0.27212,18.75200
7.51820,0.27313,17.73900
7.51820,0.27414,16.75500
7.51820,0.27515,15.79800
7.51820,0.27616,14.86900
7.51820,0.27717,13.96700
7.51820,0.27818,13.09400
7.51820,0.27919,12.24900
7.51820,0.28020,11.43100
7.51820,0.28121,10.64200
7.51820,0.28222,9.88100
7.51820,0.28323,9.14800
7.51820,0.28424,8.44300
7.51820,0.28525,7.76600
7.51820,0.28626,7.11700
7.51820,0.28727,6.49700
7.51820,0.28828,5.90500
7.51820,0.28929,5.34200
7.51820,0.29030,4.80600
7.51820,0.29131,4.29900
7.51820,0.29232,3.82100
7.51820,0.29333,3.37100
7.51820,0.29434,2.94900
7.51820,0.29535,2.55600
7.51820,0.29636,2.19100
7.51820,0.29737,1.85500
7.51820,0.29838,1.54700
7.51820,0.29939,1.26700
7.51820,0.30040,1.01600
7.51820,0.30141,0.79400
7.51820,0.30242,0.60000
7.51820,0.30343,0.43400
7.51820,0.30444,0.29700
7.51820,0.30545,0.18900
7.51820,0.30646,0.10900
7.51820,0.30747,0.05700
7.51820,0.30848,0.03300
7.51820,0.30949,0.03800
7.51820,0.31051,0.07200
7.51820,0.31152,0.13300
7.51820,0.31253,0.22300
7.51820,0.31354,0.34100
7.51820,0.31455,0.48700
7.51820,0.31556,0.66100
7.51820,0.31657,0.86300
7.51820,0.31758,1.09300
7.51820,0.31859,1.35100
7.51820,0.31960,1.63700
7.51820,0.32061,1.95100
7.51820,0.32162,2.29200
7.51820,0.32263,2.66100
7.51820,0.32364,3.05800
7.51820,0.32465,3.48200
7.51820,0.32566,3.93400
7.51820,0.32667,4.41300
7.51820,0.32768,4.91900
7.51820,0.32869,5.45200
7.51820,0.32970,6.01300
7.51820,0.33071,6.59900
7.51820,0.33172,7.21300
7.51820,0.33273,7.85300
7.51820,0.33374,8.52000
7.51820,0.33475,9.21400
7.51820,0.33576,9.93400
7.51820,0.33677,10.68000
7.51820,0.33778,11.45200
7.51820,0.33879,12.25000
7.51820,0.33980,13.07300
7.51820,0.34081,13.92200
7.51820,0.34182,14.79700
7.51820,0.34283,15.69600
7.51820,0.34384,16.62100
7.51820,0.34485,17.57000
7.51820,0.34586,18.54500
7.51820,0.34687,19.54300
7.51820,0.34788,20.56600
7.51820,0.34889,21.61300
7.51820,0.34990,22.68400
7.51820,0.35091,23.77800
7.51820,0.35192,24.89600
7.51820,0.35293,26.03700
7.51820,0.35394,27.20100
7.51820,0.35495,28.38800
7.51820,0.35596,29.59800
7.51820,0.35697,30.82900
7.51820,0.35798,32.08100
7.51820,0.35899,33.35600
7.51820,0.36000,34.65300
7.53030,0.26000,32.88900
7.53030,0.26101,31.55200
7.53030,0.26202,30.24100
7.53030,0.26303,28.95800
7.53030,0.26404,27.70200
7.53030,0.26505,26.47300
7.53030,0.26606,25.27200
7.53030,0.26707,24.09700
7.53030,0.26808,22.95100
7.53030,0.26909,21.83100
7.53030,0.27010,20.73900
7.53030,0.27111,19.67500
7.53030,0.27212,18.63800
7.53030,0.27313,17.62900
7.53030,0.27414,16.64800
7.53030,0.27515,15.69400
7.53030,0.27616,14.76900
7.53030,0.27717,13.87100
7.53030,0.27818,13.00200
7.53030,0.27919,12.16000
7.53030,0.28020,11.34600
7.53030,0.28121,10.56100
7.53030,0.28222,9.80300
7.53030,0.28323,9.07400
7.53030,0.28424,8.37300
7.53030,0.28525,7.70100
7.53030,0.28626,7.05600
7.53030,0.28727,6.44000
7.53030,0.28828,5.85200
7.53030,0.28929,5.29300
7.53030,0.29030,4.76200
7.53030,0.29131,4.26000
7.53030,0.29232,3.78600
7.53030,0.29333,3.34000
7.53030,0.29434,2.92300
7.53030,0.29535,2.53500
7.53030,0.29636,2.17600
7.53030,0.29737,1.84300
7.53030,0.29838,1.54000
7.53030,0.29939,1.26600
7.53030,0.30040,1.02000
7.53030,0.30141,0.80200
7.53030,0.30242,0.61400
7.53030,0.30343,0.45300
7.53030,0.30444,0.32200
7.53030,0.30545,0.21800
7.53030,0.30646,0.14400
7.53030,0.30747,0.09700
7.53030,0.30848,0.08000
7.53030,0.30949,0.09000
7.53030,0.31051,0.12900
7.53030,0.31152,0.19600
7.53030,0.31253,0.29200
7.53030,0.31354,0.41600
7.53030,0.31455,0.56800
7.53030,0.31556,0.74800
7.53030,0.31657,0.95600
7.53030,0.31758,1.19300
7.53030,0.31859,1.45700
7.53030,0.31960,1.75000
7.53030,0.32061,2.07000
7.53030,0.32162,2.41800
7.53030,0.32263,2.79400
7.53030,0.32364,3.19700
7.53030,0.32465,3.62800
7.53030,0.32566,4.08600
7.53030,0.32667,4.57100
7.53030,0.32768,5.08500
7.53030,0.32869,5.62600
7.53030,0.32970,6.19200
7.53030,0.33071,6.78600
7.53030,0.33172,7.40800
7.53030,0.33273,8.05600
7.53030,0.33374,8.73000
7.53030,0.33475,9.43100
7.53030,0.33576,10.15900
7.53030,0.33677,10.91300
7.53030,0.33778,11.69200
7.53030,0.33879,12.49800
7.53030,0.33980,13.32900
7.53030,0.34081,14.18700
7.53030,0.34182,15.06900
7.53030,0.34283,15.97700
7.53030,0.34384,16.91000
7.53030,0.34485,17.86800
7.53030,0.34586,18.85000
7.53030,0.34687,19.85700
7.53030,0.34788,20.88900
7.53030,0.34889,21.94400
7.53030,0.34990,23.02400
7.53030,0.35091,24.12700
7.53030,0.35192,25.25400
7.53030,0.35293,26.40500
7.53030,0.35394,27.57700
7.53030,0.35495,28.77300
7.53030,0.35596,29.99100
7.53030,0.35697,31.23100
7.53030,0.35798,32.49300
7.53030,0.35899,33.77800
7.53030,0.36000,35.08400
7.54240,0.26000,32.75800
7.54240,0.26101,31.42400
7.54240,0.26202,30.11700
7.54240,0.26303,28.83600
7.54240,0.26404,27.58300
7.54240,0.26505,26.35700
7.54240,0.26606,25.15900
7.54240,0.26707,23.98800
7.54240,0.26808,22.84400
7.54240,0.26909,21.72800
7.54240,0.27010,20.63900
7.54240,0.27111,19.57800
7.54240,0.27212,18.54500
7.54240,0.27313,17.53900
7.54240,0.27414,16.56200
7.54240,0.27515,15.61200
7.54240,0.27616,14.69000
7.54240,0.27717,13.79600
7.54240,0.27818,12.93000
7.54240,0.27919,12.09200
7.54240,0.28020,11.28200
7.54240,0.28121,10.50100
7.54240,0.28222,9.74700
7.54240,0.28323,9.02200
7.54240,0.28424,8.32500
7.54240,0.28525,7.65700
7.54240,0.28626,7.01600
7.54240,0.28727,6.40500
7.54240,0.28828,5.82100
7.54240,0.28929,5.26600
7.54240,0.29030,4.74000
7.54240,0.29131,4.24200
7.54240,0.29232,3.77300
7.54240,0.29333,3.33200
7.54240,0.29434,2.91900
7.54240,0.29535,2.53500
7.54240,0.29636,2.18000
7.54240,0.29737,1.85400
7.54240,0.29838,1.55600
7.54240,0.29939,1.28600
7.54240,0.30040,1.04500
7.54240,0.30141,0.83300
7.54240,0.30242,0.65000
7.54240,0.30343,0.49500
7.54240,0.30444,0.36900
7.54240,0.30545,0.27100
7.54240,0.30646,0.20200
7.54240,0.30747,0.16100
7.54240,0.30848,0.14900
7.54240,0.30949,0.16500
7.54240,0.31051,0.21000
7.54240,0.31152,0.28300
7.54240,0.31253,0.38400
7.54240,0.31354,0.51400
7.54240,0.31455,0.67200
7.54240,0.31556,0.85900
7.54240,0.31657,1.07300
7.54240,0.31758,1.31600
7.54240,0.31859,1.58700
7.54240,0.31960,1.88500
7.54240,0.32061,2.21200
7.54240,0.32162,2.56700
7.54240,0.32263,2.94900
7.54240,0.32364,3.35900
7.54240,0.32465,3.79700
7.54240,0.32566,4.26200
7.54240,0.32667,4.75500
7.54240,0.32768,5.27500
7.54240,0.32869,5.82200
7.54240,0.32970,6.39600
7.54240,0.33071,6.99800
7.54240,0.33172,7.62700
7.54240,0.33273,8.28200
7.54240,0.33374,8.96400
7.54240,0.33475,9.67300
7.54240,0.33576,10.40800
7.54240,0.33677,11.16900
7.54240,0.33778,11.95700
7.54240,0.33879,12.77000
7.54240,0.33980,13.61000
7.54240,0.34081,14.47500
7.54240,0.34182,15.36600
7.54240,0.34283,16.28200
7.54240,0.34384,17.22300
7.54240,0.34485,18.18900
7.54240,0.34586,19.18000
7.54240,0.34687,20.19500
7.54240,0.34788,21.23500
7.54240,0.34889,22.30000
7.54240,0.34990,23.38800
7.54240,0.35091,24.50000
7.54240,0.35192,25.63600
7.54240,0.35293,26.79500
7.54240,0.35394,27.97700
7.54240,0.35495,29.18200
7.54240,0.35596,30.40800
7.54240,0.35697,31.65800
7.54240,0.35798,32.93000
7.54240,0.35899,34.22400
7.54240,0.36000,35.54000
7.55450,0.26000,32.64700
7.55450,0.26101,31.31600
7.55450,0.26202,30.01100
7.55450,0.26303,28.73400
7.55450,0.26404,27.48400
7.55450,0.26505,26.26100
7.55450,0.26606,25.06600
7.55450,0.26707,23.89800
7.55450,0.26808,22.75800
7.55450,0.26909,21.64500
7.55450,0.27010,20.55900
7.55450,0.27111,19.50200
7.55450,0.27212,18.47200
7.55450,0.27313,17.47000
7.55450,0.27414,16.49600
7.55450,0.27515,15.55000
7.55450,0.27616,14.63100
7.55450,0.27717,13.74100
7.55450,0.27818,12.87900
7.55450,0.27919,12.04500
7.55450,0.28020,11.23900
7.55450,0.28121,10.46200
7.55450,0.28222,9.71200
7.55450,0.28323,8.99100
7.55450,0.28424,8.29800
7.55450,0.28525,7.63400
7.55450,0.28626,6.99800
7.55450,0.28727,6.39100
7.55450,0.28828,5.81200
7.55450,0.28929,5.26100
7.55450,0.29030,4.73900
7.55450,0.29131,4.24600
7.55450,0.29232,3.78100
7.55450,0.29333,3.34500
7.55450,0.29434,2.93700
7.55450,0.29535,2.55800
7.55450,0.29636,2.20800
7.55450,0.29737,1.88700
7.55450,0.29838,1.59300
7.55450,0.29939,1.32900
7.55450,0.30040,1.09400
7.55450,0.30141,0.88700
7.55450,0.30242,0.70900
7.55450,0.30343,0.55900
7.55450,0.30444,0.43800
7.55450,0.30545,0.34600
7.55450,0.30646,0.28200
7.55450,0.30747,0.24700
7.55450,0.30848,0.24100
7.55450,0.30949,0.26300
7.55450,0.31051,0.31300
7.55450,0.31152,0.39200
7.55450,0.31253,0.50000
7.55450,0.31354,0.63600
7.55450,0.31455,0.80000
7.55450,0.31556,0.99200
7.55450,0.31657,1.21300
7.55450,0.31758,1.46200
7.55450,0.31859,1.73900
7.55450,0.31960,2.04500
7.55450,0.32061,2.37800
7.55450,0.32162,2.73900
7.55450,0.32263,3.12800
7.55450,0.32364,3.54500
7.55450,0.32465,3.99000
7.55450,0.32566,4.46100
7.55450,0.32667,4.96200
7.55450,0.32768,5.48900
7.55450,0.32869,6.04300
7.55450,0.32970,6.62500
7.55450,0.33071,7.23400
7.55450,0.33172,7.87000
7.55450,0.33273,8.53200
7.55450,0.33374,9.22200
7.55450,0.33475,9.93800
7.55450,0.33576,10.68100
7.55450,0.33677,11.45000
7.55450,0.33778,12.24600
7.55450,0.33879,13.06700
7.55450,0.33980,13.91500
7.55450,0.34081,14.78800
7.55450,0.34182,15.68700
7.55450,0.34283,16.61100
7.55450,0.34384,17.56000
7.55450,0.34485,18.53500
7.55450,0.34586,19.53400
7.55450,0.34687,20.55800
7.55450,0.34788,21.60700
7.55450,0.34889,22.68000
7.55450,0.34990,23.77700
7.55450,0.35091,24.89800
7.55450,0.35192,26.04200
7.55450,0.35293,27.21000
7.55450,0.35394,28.40200
7.55450,0.35495,29.61500
7.55450,0.35596,30.85100
7.55450,0.35697,32.11000
7.55450,0.35798,33.39100
7.55450,0.35899,34.69500
7.55450,0.36000,36.02100
7.56670,0.26000,32.55600
7.56670,0.26101,31.22700
7.56670,0.26202,29.92600
7.56670,0.26303,28.65200
7.56670,0.26404,27.40500
7.56670,0.26505,26.18500
7.56670,0.26606,24.99300
7.56670,0.26707,23.82900
7.56670,0.26808,22.69100
7.56670,0.26909,21.58200
7.56670,0.27010,20.50000
7.56670,0.27111,19.44600
7.56670,0.27212,18.42000
7.56670,0.27313,17.42100
7.56670,0.27414,16.45100
7.56670,0.27515,15.50800
7.56670,0.27616,14.59400
7.56670,0.27717,13.70700
7.56670,0.27818,12.84900
7.56670,0.27919,12.01900
7.56670,0.28020,11.21700
7.56670,0.28121,10.44400
7.56670,0.28222,9.69900
7.56670,0.28323,8.98200
7.56670,0.28424,8.29300
7.56670,0.28525,7.63300
7.56670,0.28626,7.00200
7.56670,0.28727,6.39900
7.56670,0.28828,5.82400
7.56670,0.28929,5.27800
7.56670,0.29030,4.76100
7.56670,0.29131,4.27200
7.56670,0.29232,3.81200
7.56670,0.29333,3.38000
7.56670,0.29434,2.97800
7.56670,0.29535,2.60400
7.56670,0.29636,2.25900
7.56670,0.29737,1.94200
7.56670,0.29838,1.65400
7.56670,0.29939,1.39500
7.56670,0.30040,1.16400
7.56670,0.30141,0.96300
7.56670,0.30242,0.79000
7.56670,0.30343,0.64600
7.56670,0.30444,0.53000
7.56670,0.30545,0.44400
7.56670,0.30646,0.38600
7.56670,0.30747,0.35600
7.56670,0.30848,0.35500
7.56670,0.30949,0.38300
7.56670,0.31051,0.44000
7.56670,0.31152,0.52500
7.56670,0.31253,0.63800
7.56670,0.31354,0.78000
7.56670,0.31455,0.95100
7.56670,0.31556,1.15000
7.56670,0.31657,1.37700
7.56670,0.31758,1.63200
7.56670,0.31859,1.91600
7.56670,0.31960,2.22800
7.56670,0.32061,2.56800
7.56670,0.32162,2.93500
7.56670,0.32263,3.33100
7.56670,0.32364,3.75500
7.56670,0.32465,4.20700
7.56670,0.32566,4.68600
7.56670,0.32667,5.19300
7.56670,0.32768,5.72600
7.56670,0.32869,6.28800
7.56670,0.32970,6.87700
7.56670,0.33071,7.49300
7.56670,0.33172,8.13700
7.56670,0.33273,8.80700
7.56670,0.33374,9.50400
7.56670,0.33475,10.22800
7.56670,0.33576,10.97900
7.56670,0.33677,11.75600
7.56670,0.33778,12.55900
7.56670,0.33879,13.38800
7.56670,0.33980,14.24400
7.56670,0.34081,15.12500
7.56670,0.34182,16.03200
7.56670,0.34283,16.96400
7.56670,0.34384,17.92200
7.56670,0.34485,18.90500
7.56670,0.34586,19.91300
7.56670,0.34687,20.94600
7.56670,0.34788,22.00300
7.56670,0.34889,23.08400
7.56670,0.34990,24.19000
7.56670,0.35091,25.32000
7.56670,0.35192,26.47400
7.56670,0.35293,27.65100
7.56670,0.35394,28.85000
7.56670,0.35495,30.07200
7.56670,0.35596,31.31800
7.56670,0.35697,32.58600
7.56670,0.35798,33.87800
7.56670,0.35899,35.19200
7.56670,0.36000,36.52700
7.57880,0.26000,32.48400
7.57880,0.26101,31.15900
7.57880,0.26202,29.86000
7.57880,0.26303,28.58900
7.57880,0.26404,27.34600
7.57880,0.26505,26.12900
7.57880,0.26606,24.94100
7.57880,0.26707,23.77900
7.57880,0.26808,22.64600
7.57880,0.26909,21.54000
7.57880,0.27010,20.46100
7.57880,0.27111,19.41100
7.57880,0.27212,18.38800
7.57880,0.27313,17.39300
7.57880,0.27414,16.42700
7.57880,0.27515,15.48800
7.57880,0.27616,14.57700
7.57880,0.27717,13.69500
7.57880,0.27818,12.84100
7.57880,0.27919,12.01400
7.57880,0.28020,11.21700
7.57880,0.28121,10.44700
7.57880,0.28222,9.70600
7.57880,0.28323,8.99400
7.57880,0.28424,8.30900
7.57880,0.28525,7.65400
7.57880,0.28626,7.02700
7.57880,0.28727,6.42800
7.57880,0.28828,5.85800
7.57880,0.28929,5.31700
7.57880,0.29030,4.80400
7.57880,0.29131,4.32000
7.57880,0.29232,3.86500
7.57880,0.29333,3.43800
7.57880,0.29434,3.04000
7.57880,0.29535,2.67100
7.57880,0.29636,2.33100
7.57880,0.29737,2.01900
7.57880,0.29838,1.73700
7.57880,0.29939,1.48300
7.57880,0.30040,1.25800
7.57880,0.30141,1.06100
7.57880,0.30242,0.89400
7.57880,0.30343,0.75500
7.57880,0.30444,0.64500
7.57880,0.30545,0.56400
7.57880,0.30646,0.51200
7.57880,0.30747,0.48800
7.57880,0.30848,0.49300
7.57880,0.30949,0.52700
7.57880,0.31051,0.59000
7.57880,0.31152,0.68100
7.57880,0.31253,0.80000
7.57880,0.31354,0.94800
7.57880,0.31455,1.12500
7.57880,0.31556,1.33000
7.57880,0.31657,1.56400
7.57880,0.31758,1.82600
7.57880,0.31859,2.11600
7.57880,0.31960,2.43400
7.57880,0.32061,2.78100
7.57880,0.32162,3.15500
7.57880,0.32263,3.55800
7.57880,0.32364,3.98800
7.57880,0.32465,4.44600
7.57880,0.32566,4.93400
7.57880,0.32667,5.44600
7.57880,0.32768,5.98800
7.57880,0.32869,6.55700
7.57880,0.32970,7.15300
7.57880,0.33071,7.77700
7.57880,0.33172,8.42800
7.57880,0.33273,9.10600
7.57880,0.33374,9.81100
7.57880,0.33475,10.54200
7.57880,0.33576,11.30000
7.57880,0.33677,12.08500
7.57880,0.33778,12.89600
7.57880,0.33879,13.73400
7.57880,0.33980,14.59700
7.57880,0.34081,15.48700
7.57880,0.34182,16.40200
7.57880,0.34283,17.34300
7.57880,0.34384,18.30900
7.57880,0.34485,19.30000
7.57880,0.34586,20.31600
7.57880,0.34687,21.35800
7.57880,0.34788,22.42300
7.57880,0.34889,23.51400
7.57880,0.34990,24.62800
7.57880,0.35091,25.76700
7.57880,0.35192,26.93000
7.57880,0.35293,28.11500
7.57880,0.35394,29.32300
7.57880,0.35495,30.55500
7.57880,0.35596,31.81000
7.57880,0.35697,33.08800
7.57880,0.35798,34.39000
7.57880,0.35899,35.71200
7.57880,0.36000,37.05800
7.59090,0.26000,32.43200
7.59090,0.26101,31.11000
7.59090,0.26202,29.81500
7.59090,0.26303,28.54700
7.59090,0.26404,27.30700
7.59090,0.26505,26.09400
7.59090,0.26606,24.90800
7.59090,0.26707,23.75000
7.59090,0.26808,22.62000
7.59090,0.26909,21.51800
7.59090,0.27010,20.44300
7.59090,0.27111,19.39600
7.59090,0.27212,18.37700
7.59090,0.27313,17.38600
7.59090,0.27414,16.42300
7.59090,0.27515,15.48800
7.59090,0.27616,14.58200
7.59090,0.27717,13.70300
7.59090,0.27818,12.85300
7.59090,0.27919,12.03100
7.59090,0.28020,11.23700
7.59090,0.28121,10.47200
7.59090,0.28222,9.73500
7.59090,0.28323,9.02700
7.59090,0.28424,8.34700
7.59090,0.28525,7.69600
7.59090,0.28626,7.07300
7.59090,0.28727,6.47900
7.59090,0.28828,5.91400
7.59090,0.28929,5.37700
7.59090,0.29030,4.86900
7.59090,0.29131,4.39000
7.59090,0.29232,3.94000
7.59090,0.29333,3.51800
7.59090,0.29434,3.12500
7.59090,0.29535,2.76100
7.59090,0.29636,2.42600
7.59090,0.29737,2.11900
7.59090,0.29838,1.84200
7.59090,0.29939,1.59300
7.59090,0.30040,1.37400
7.59090,0.30141,1.18300
7.59090,0.30242,1.02100
7.59090,0.30343,0.88800
7.59090,0.30444,0.78400
7.59090,0.30545,0.70800
7.59090,0.30646,0.66100
7.59090,0.30747,0.64400
7.59090,0.30848,0.65500
7.59090,0.30949,0.69400
7.59090,0.31051,0.76300
7.59090,0.31152,0.86000
7.59090,0.31253,0.98600
7.59090,0.31354,1.14000
7.59090,0.31455,1.32300
7.59090,0.31556,1.53400
7.59090,0.31657,1.77400
7.59090,0.31758,2.04300
7.59090,0.31859,2.33900
7.59090,0.31960,2.66500
7.59090,0.32061,3.01800
7.59090,0.32162,3.39900
7.59090,0.32263,3.80900
7.59090,0.32364,4.24600
7.59090,0.32465,4.71200
7.59090,0.32566,5.20500
7.59090,0.32667,5.72500
7.59090,0.32768,6.27400
7.59090,0.32869,6.85000
7.59090,0.32970,7.45400
7.59090,0.33071,8.08500
7.59090,0.33172,8.74300
7.59090,0.33273,9.42900
7.59090,0.33374,10.14100
7.59090,0.33475,10.88100
7.59090,0.33576,11.64700
7.59090,0.33677,12.43900
7.59090,0.33778,13.25800
7.59090,0.33879,14.10400
7.59090,0.33980,14.97500
7.59090,0.34081,15.87300
7.59090,0.34182,16.79600
7.59090,0.34283,17.74500
7.59090,0.34384,18.72000
7.59090,0.34485,19.72000
7.59090,0.34586,20.74500
7.59090,0.34687,21.79400
7.59090,0.34788,22.86900
7.59090,0.34889,23.96800
7.59090,0.34990,25.09100
7.59090,0.35091,26.23900
7.59090,0.35192,27.41000
7.59090,0.35293,28.60400
7.59090,0.35394,29.82200
7.59090,0.35495,31.06300
7.59090,0.35596,32.32800
7.59090,0.35697,33.61500
7.59090,0.35798,34.92600
7.59090,0.35899,36.25900
7.59090,0.36000,37.61400
7.60300,0.26000,32.40000
7.60300,0.26101,31.08100
7.60300,0.26202,29.78900
7.60300,0.26303,28.52400
7.60300,0.26404,27.28700
7.60300,0.26505,26.07800
7.60300,0.26606,24.89600
7.60300,0.26707,23.74200
7.60300,0.26808,22.61500
7.60300,0.26909,21.51600
7.60300,0.27010,20.44500
7.60300,0.27111,19.40200
7.60300,0.27212,18.38700
7.60300,0.27313,17.40000
7.60300,0.27414,16.44100
7.60300,0.27515,15.51000
7.60300,0.27616,14.60700
7.60300,0.27717,13.73300
7.60300,0.27818,12.88700
7.60300,0.27919,12.06900
7.60300,0.28020,11.27900
7.60300,0.28121,10.51800
7.60300,0.28222,9.78600
7.60300,0.28323,9.08200
7.60300,0.28424,8.40700
7.60300,0.28525,7.76000
7.60300,0.28626,7.14200
7.60300,0.28727,6.55200
7.60300,0.28828,5.99200
7.60300,0.28929,5.46000
7.60300,0.29030,4.95700
7.60300,0.29131,4.48200
7.60300,0.29232,4.03700
7.60300,0.29333,3.62000
7.60300,0.29434,3.23200
7.60300,0.29535,2.87300
7.60300,0.29636,2.54400
7.60300,0.29737,2.24200
7.60300,0.29838,1.97000
7.60300,0.29939,1.72700
7.60300,0.30040,1.51200
7.60300,0.30141,1.32700
7.60300,0.30242,1.17100
7.60300,0.30343,1.04300
7.60300,0.30444,0.94500
7.60300,0.30545,0.87500
7.60300,0.30646,0.83400
7.60300,0.30747,0.82200
7.60300,0.30848,0.83900
7.60300,0.30949,0.88500
7.60300,0.31051,0.95900
7.60300,0.31152,1.06200
7.60300,0.31253,1.19400
7.60300,0.31354,1.35500
7.60300,0.31455,1.54400
7.60300,0.31556,1.76200
7.60300,0.31657,2.00900
7.60300,0.31758,2.28400
7.60300,0.31859,2.58700
7.60300,0.31960,2.91900
7.60300,0.32061,3.27900
7.60300,0.32162,3.66700
7.60300,0.32263,4.08200
7.60300,0.32364,4.52700
7.60300,0.32465,5.00100
7.60300,0.32566,5.50000
7.60300,0.32667,6.02800
7.60300,0.32768,6.58400
7.60300,0.32869,7.16800
7.60300,0.32970,7.77900
7.60300,0.33071,8.41700
7.60300,0.33172,9.08300
7.60300,0.33273,9.77600
7.60300,0.33374,10.49700
7.60300,0.33475,11.24400
7.60300,0.33576,12.01800
7.60300,0.33677,12.81800
7.60300,0.33778,13.64500
7.60300,0.33879,14.49900
7.60300,0.33980,15.37800
7.60300,0.34081,16.28400
7.60300,0.34182,17.21600
7.60300,0.34283,18.17300
7.60300,0.34384,19.15600
7.60300,0.34485,20.16400
7.60300,0.34586,21.19800
7.60300,0.34687,22.25600
7.60300,0.34788,23.33900
7.60300,0.34889,24.44700
7.60300,0.34990,25.58000
7.60300,0.35091,26.73600
7.60300,0.35192,27.91500
7.60300,0.35293,29.11800
7.60300,0.35394,30.34600
7.60300,0.35495,31.59600
7.60300,0.35596,32.87000
7.60300,0.35697,34.16800
7.60300,0.35798,35.48800
7.60300,0.35899,36.83000
7.60300,0.36000,38.19500
7.61520,0.26000,32.38700
7.61520,0.26101,31.07100
7.61520,0.26202,29.78300
7.61520,0.26303,28.52200
7.61520,0.26404,27.28800
7.61520,0.26505,26.08200
7.61520,0.26606,24.90400
7.61520,0.26707,23.75300
7.61520,0.26808,22.63000
7.61520,0.26909,21.53500
7.61520,0.27010,20.46800
7.61520,0.27111,19.42900
7.61520,0.27212,18.41700
7.61520,0.27313,17.43400
7.61520,0.27414,16.47900
7.61520,0.27515,15.55200
7.61520,0.27616,14.65400
7.61520,0.27717,13.78300
7.61520,0.27818,12.94100
7.61520,0.27919,12.12800
7.61520,0.28020,11.34300
7.61520,0.28121,10.58600
7.61520,0.28222,9.85800
7.61520,0.28323,9.15900
7.61520,0.28424,8.48800
7.61520,0.28525,7.84600
7.61520,0.28626,7.23200
7.61520,0.28727,6.64700
7.61520,0.28828,6.09100
7.61520,0.28929,5.56400
7.61520,0.29030,5.06600
7.61520,0.29131,4.59700
7.61520,0.29232,4.15600
7.61520,0.29333,3.74400
7.61520,0.29434,3.36200
7.61520,0.29535,3.00800
7.61520,0.29636,2.68400
7.61520,0.29737,2.38700
7.61520,0.29838,2.12000
7.61520,0.29939,1.88300
7.61520,0.30040,1.67400
7.61520,0.30141,1.49400
7.61520,0.30242,1.34300
7.61520,0.30343,1.22200
7.61520,0.30444,1.12900
7.61520,0.30545,1.06500
7.61520,0.30646,1.03000
7.61520,0.30747,1.02400
7.61520,0.30848,1.04700
7.61520,0.30949,1.09900
7.61520,0.31051,1.17900
7.61520,0.31152,1.28900
7.61520,0.31253,1.42700
7.61520,0.31354,1.59400
7.61520,0.31455,1.79000
7.61520,0.31556,2.01400
7.61520,0.31657,2.26700
7.61520,0.31758,2.54800
7.61520,0.31859,2.85800
7.61520,0.31960,3.19700
7.61520,0.32061,3.56400
7.61520,0.32162,3.95900
7.61520,0.32263,4.38200
7.61520,0.32364,4.83300
7.61520,0.32465,5.31200
7.61520,0.32566,5.82000
7.61520,0.32667,6.35500
7.61520,0.32768,6.91900
7.61520,0.32869,7.51000
7.61520,0.32970,8.12800
7.61520,0.33071,8.77400
