# Fig.4
# This file contains Delta chi^2 versus Delta m^2_21 and sin^2(theta_12)
#
# Assume normal mass ordering
# Result of:
# "First measurement of reactor neutrino oscillations at JUNO"
#
Delta m^2_21 [x 10^{-5} eV^2],sin^2(theta_12),Delta chi^2
7.61520,0.33172,9.44800
7.61520,0.33273,10.14900
7.61520,0.33374,10.87600
7.61520,0.33475,11.63100
7.61520,0.33576,12.41300
7.61520,0.33677,13.22100
7.61520,0.33778,14.05700
7.61520,0.33879,14.91800
7.61520,0.33980,15.80600
7.61520,0.34081,16.72000
7.61520,0.34182,17.66000
7.61520,0.34283,18.62500
7.61520,0.34384,19.61700
7.61520,0.34485,20.63400
7.61520,0.34586,21.67600
7.61520,0.34687,22.74300
7.61520,0.34788,23.83500
7.61520,0.34889,24.95100
7.61520,0.34990,26.09200
7.61520,0.35091,27.25700
7.61520,0.35192,28.44500
7.61520,0.35293,29.65800
7.61520,0.35394,30.89500
7.61520,0.35495,32.15500
7.61520,0.35596,33.43800
7.61520,0.35697,34.74500
7.61520,0.35798,36.07500
7.61520,0.35899,37.42800
7.61520,0.36000,38.80200
7.62730,0.26000,32.39500
7.62730,0.26101,31.08200
7.62730,0.26202,29.79700
7.62730,0.26303,28.54000
7.62730,0.26404,27.31000
7.62730,0.26505,26.10700
7.62730,0.26606,24.93200
7.62730,0.26707,23.78500
7.62730,0.26808,22.66600
7.62730,0.26909,21.57500
7.62730,0.27010,20.51100
7.62730,0.27111,19.47600
7.62730,0.27212,18.46900
7.62730,0.27313,17.49000
7.62730,0.27414,16.53900
7.62730,0.27515,15.61600
7.62730,0.27616,14.72100
7.62730,0.27717,13.85500
7.62730,0.27818,13.01700
7.62730,0.27919,12.20800
7.62730,0.28020,11.42700
7.62730,0.28121,10.67500
7.62730,0.28222,9.95200
7.62730,0.28323,9.25700
7.62730,0.28424,8.59100
7.62730,0.28525,7.95300
7.62730,0.28626,7.34400
7.62730,0.28727,6.76400
7.62730,0.28828,6.21300
7.62730,0.28929,5.69100
7.62730,0.29030,5.19800
7.62730,0.29131,4.73300
7.62730,0.29232,4.29800
7.62730,0.29333,3.89200
7.62730,0.29434,3.51400
7.62730,0.29535,3.16500
7.62730,0.29636,2.84600
7.62730,0.29737,2.55500
7.62730,0.29838,2.29400
7.62730,0.29939,2.06200
7.62730,0.30040,1.85800
7.62730,0.30141,1.68400
7.62730,0.30242,1.53900
7.62730,0.30343,1.42300
7.62730,0.30444,1.33600
7.62730,0.30545,1.27800
7.62730,0.30646,1.24900
7.62730,0.30747,1.24900
7.62730,0.30848,1.27800
7.62730,0.30949,1.33600
7.62730,0.31051,1.42300
7.62730,0.31152,1.53800
7.62730,0.31253,1.68300
7.62730,0.31354,1.85600
7.62730,0.31455,2.05800
7.62730,0.31556,2.28800
7.62730,0.31657,2.54900
7.62730,0.31758,2.83700
7.62730,0.31859,3.15400
7.62730,0.31960,3.49900
7.62730,0.32061,3.87300
7.62730,0.32162,4.27400
7.62730,0.32263,4.70400
7.62730,0.32364,5.16300
7.62730,0.32465,5.64900
7.62730,0.32566,6.16400
7.62730,0.32667,6.70700
7.62730,0.32768,7.27800
7.62730,0.32869,7.87600
7.62730,0.32970,8.50200
7.62730,0.33071,9.15600
7.62730,0.33172,9.83700
7.62730,0.33273,10.54500
7.62730,0.33374,11.28100
7.62730,0.33475,12.04400
7.62730,0.33576,12.83300
7.62730,0.33677,13.65000
7.62730,0.33778,14.49300
7.62730,0.33879,15.36200
7.62730,0.33980,16.25800
7.62730,0.34081,17.18100
7.62730,0.34182,18.12900
7.62730,0.34283,19.10300
7.62730,0.34384,20.10300
7.62730,0.34485,21.12800
7.62730,0.34586,22.17900
7.62730,0.34687,23.25400
7.62730,0.34788,24.35600
7.62730,0.34889,25.48100
7.62730,0.34990,26.63100
7.62730,0.35091,27.80300
7.62730,0.35192,29.00100
7.62730,0.35293,30.22300
7.62730,0.35394,31.47000
7.62730,0.35495,32.73900
7.62730,0.35596,34.03200
7.62730,0.35697,35.34800
7.62730,0.35798,36.68800
7.62730,0.35899,38.05000
7.62730,0.36000,39.43400
7.63940,0.26000,32.42200
7.63940,0.26101,31.11300
7.63940,0.26202,29.83100
7.63940,0.26303,28.57700
7.63940,0.26404,27.35100
7.63940,0.26505,26.15200
7.63940,0.26606,24.98100
7.63940,0.26707,23.83800
7.63940,0.26808,22.72300
7.63940,0.26909,21.63500
7.63940,0.27010,20.57600
7.63940,0.27111,19.54400
7.63940,0.27212,18.54100
7.63940,0.27313,17.56600
7.63940,0.27414,16.61900
7.63940,0.27515,15.70000
7.63940,0.27616,14.81000
7.63940,0.27717,13.94800
7.63940,0.27818,13.11500
7.63940,0.27919,12.31000
7.63940,0.28020,11.53400
7.63940,0.28121,10.78600
7.63940,0.28222,10.06700
7.63940,0.28323,9.37700
7.63940,0.28424,8.71500
7.63940,0.28525,8.08200
7.63940,0.28626,7.47900
7.63940,0.28727,6.90300
7.63940,0.28828,6.35700
7.63940,0.28929,5.84000
7.63940,0.29030,5.35200
7.63940,0.29131,4.89200
7.63940,0.29232,4.46200
7.63940,0.29333,4.06100
7.63940,0.29434,3.68800
7.63940,0.29535,3.34500
7.63940,0.29636,3.03100
7.63940,0.29737,2.74600
7.63940,0.29838,2.49000
7.63940,0.29939,2.26300
7.63940,0.30040,2.06600
7.63940,0.30141,1.89700
7.63940,0.30242,1.75800
7.63940,0.30343,1.64800
7.63940,0.30444,1.56600
7.63940,0.30545,1.51400
7.63940,0.30646,1.49100
7.63940,0.30747,1.49700
7.63940,0.30848,1.53200
7.63940,0.30949,1.59700
7.63940,0.31051,1.69000
7.63940,0.31152,1.81200
7.63940,0.31253,1.96300
7.63940,0.31354,2.14200
7.63940,0.31455,2.35100
7.63940,0.31556,2.58900
7.63940,0.31657,2.85500
7.63940,0.31758,3.15000
7.63940,0.31859,3.47300
7.63940,0.31960,3.82500
7.63940,0.32061,4.20600
7.63940,0.32162,4.61400
7.63940,0.32263,5.05100
7.63940,0.32364,5.51700
7.63940,0.32465,6.01100
7.63940,0.32566,6.53300
7.63940,0.32667,7.08300
7.63940,0.32768,7.66100
7.63940,0.32869,8.26700
7.63940,0.32970,8.90000
7.63940,0.33071,9.56200
7.63940,0.33172,10.25000
7.63940,0.33273,10.96700
7.63940,0.33374,11.71000
7.63940,0.33475,12.48100
7.63940,0.33576,13.27800
7.63940,0.33677,14.10300
7.63940,0.33778,14.95400
7.63940,0.33879,15.83200
7.63940,0.33980,16.73600
7.63940,0.34081,17.66600
7.63940,0.34182,18.62300
7.63940,0.34283,19.60500
7.63940,0.34384,20.61400
7.63940,0.34485,21.64800
7.63940,0.34586,22.70700
7.63940,0.34687,23.79100
7.63940,0.34788,24.90100
7.63940,0.34889,26.03600
7.63940,0.34990,27.19300
7.63940,0.35091,28.37500
7.63940,0.35192,29.58200
7.63940,0.35293,30.81400
7.63940,0.35394,32.06900
7.63940,0.35495,33.34800
7.63940,0.35596,34.65100
7.63940,0.35697,35.97700
7.63940,0.35798,37.32600
7.63940,0.35899,38.69800
7.63940,0.36000,40.09200
7.65150,0.26000,32.46900
7.65150,0.26101,31.16300
7.65150,0.26202,29.88600
7.65150,0.26303,28.63500
7.65150,0.26404,27.41300
7.65150,0.26505,26.21800
7.65150,0.26606,25.05000
7.65150,0.26707,23.91100
7.65150,0.26808,22.80000
7.65150,0.26909,21.71600
7.65150,0.27010,20.66100
7.65150,0.27111,19.63300
7.65150,0.27212,18.63400
7.65150,0.27313,17.66300
7.65150,0.27414,16.72000
7.65150,0.27515,15.80600
7.65150,0.27616,14.92000
7.65150,0.27717,14.06300
7.65150,0.27818,13.23400
7.65150,0.27919,12.43300
7.65150,0.28020,11.66200
7.65150,0.28121,10.91900
7.65150,0.28222,10.20400
7.65150,0.28323,9.51900
7.65150,0.28424,8.86200
7.65150,0.28525,8.23400
7.65150,0.28626,7.63500
7.65150,0.28727,7.06500
7.65150,0.28828,6.52300
7.65150,0.28929,6.01100
7.65150,0.29030,5.52800
7.65150,0.29131,5.07300
7.65150,0.29232,4.64800
7.65150,0.29333,4.25200
7.65150,0.29434,3.88500
7.65150,0.29535,3.54700
7.65150,0.29636,3.23900
7.65150,0.29737,2.95900
7.65150,0.29838,2.70900
7.65150,0.29939,2.48800
7.65150,0.30040,2.29600
7.65150,0.30141,2.13300
7.65150,0.30242,2.00000
7.65150,0.30343,1.89500
7.65150,0.30444,1.82000
7.65150,0.30545,1.77400
7.65150,0.30646,1.75700
7.65150,0.30747,1.76900
7.65150,0.30848,1.81100
7.65150,0.30949,1.88100
7.65150,0.31051,1.98000
7.65150,0.31152,2.10900
7.65150,0.31253,2.26600
7.65150,0.31354,2.45200
7.65150,0.31455,2.66800
7.65150,0.31556,2.91200
7.65150,0.31657,3.18500
7.65150,0.31758,3.48600
7.65150,0.31859,3.81700
7.65150,0.31960,4.17600
7.65150,0.32061,4.56200
7.65150,0.32162,4.97800
7.65150,0.32263,5.42300
7.65150,0.32364,5.89600
7.65150,0.32465,6.39700
7.65150,0.32566,6.92600
7.65150,0.32667,7.48400
7.65150,0.32768,8.06900
7.65150,0.32869,8.68200
7.65150,0.32970,9.32400
7.65150,0.33071,9.99200
7.65150,0.33172,10.68900
7.65150,0.33273,11.41300
7.65150,0.33374,12.16400
7.65150,0.33475,12.94300
7.65150,0.33576,13.74800
7.65150,0.33677,14.58100
7.65150,0.33778,15.44000
7.65150,0.33879,16.32600
7.65150,0.33980,17.23800
7.65150,0.34081,18.17700
7.65150,0.34182,19.14200
7.65150,0.34283,20.13300
7.65150,0.34384,21.15000
7.65150,0.34485,22.19200
7.65150,0.34586,23.26000
7.65150,0.34687,24.35400
7.65150,0.34788,25.47100
7.65150,0.34889,26.61400
7.65150,0.34990,27.78100
7.65150,0.35091,28.97300
7.65150,0.35192,30.19000
7.65150,0.35293,31.43000
7.65150,0.35394,32.69500
7.65150,0.35495,33.98400
7.65150,0.35596,35.29500
7.65150,0.35697,36.63100
7.65150,0.35798,37.99000
7.65150,0.35899,39.37200
7.65150,0.36000,40.77600
7.66360,0.26000,32.53600
7.66360,0.26101,31.23400
7.66360,0.26202,29.96000
7.66360,0.26303,28.71300
7.66360,0.26404,27.49500
7.66360,0.26505,26.30300
7.66360,0.26606,25.14000
7.66360,0.26707,24.00500
7.66360,0.26808,22.89700
7.66360,0.26909,21.81800
7.66360,0.27010,20.76600
7.66360,0.27111,19.74300
7.66360,0.27212,18.74800
7.66360,0.27313,17.78100
7.66360,0.27414,16.84300
7.66360,0.27515,15.93300
7.66360,0.27616,15.05100
7.66360,0.27717,14.19800
7.66360,0.27818,13.37400
7.66360,0.27919,12.57800
7.66360,0.28020,11.81100
7.66360,0.28121,11.07300
7.66360,0.28222,10.36300
7.66360,0.28323,9.68200
7.66360,0.28424,9.03000
7.66360,0.28525,8.40700
7.66360,0.28626,7.81300
7.66360,0.28727,7.24800
7.66360,0.28828,6.71200
7.66360,0.28929,6.20400
7.66360,0.29030,5.72600
7.66360,0.29131,5.27700
7.66360,0.29232,4.85800
7.66360,0.29333,4.46700
7.66360,0.29434,4.10500
7.66360,0.29535,3.77300
7.66360,0.29636,3.47000
7.66360,0.29737,3.19600
7.66360,0.29838,2.95100
7.66360,0.29939,2.73600
7.66360,0.30040,2.55000
7.66360,0.30141,2.39300
7.66360,0.30242,2.26500
7.66360,0.30343,2.16700
7.66360,0.30444,2.09700
7.66360,0.30545,2.05700
7.66360,0.30646,2.04600
7.66360,0.30747,2.06400
7.66360,0.30848,2.11200
7.66360,0.30949,2.18900
7.66360,0.31051,2.29500
7.66360,0.31152,2.42900
7.66360,0.31253,2.59300
7.66360,0.31354,2.78600
7.66360,0.31455,3.00800
7.66360,0.31556,3.25900
7.66360,0.31657,3.53900
7.66360,0.31758,3.84700
7.66360,0.31859,4.18400
7.66360,0.31960,4.55000
7.66360,0.32061,4.94400
7.66360,0.32162,5.36700
7.66360,0.32263,5.81900
7.66360,0.32364,6.29900
7.66360,0.32465,6.80700
7.66360,0.32566,7.34400
7.66360,0.32667,7.90900
7.66360,0.32768,8.50200
7.66360,0.32869,9.12200
7.66360,0.32970,9.77100
7.66360,0.33071,10.44800
7.66360,0.33172,11.15200
7.66360,0.33273,11.88400
7.66360,0.33374,12.64300
7.66360,0.33475,13.42900
7.66360,0.33576,14.24300
7.66360,0.33677,15.08400
7.66360,0.33778,15.95100
7.66360,0.33879,16.84500
7.66360,0.33980,17.76600
7.66360,0.34081,18.71300
7.66360,0.34182,19.68600
7.66360,0.34283,20.68600
7.66360,0.34384,21.71100
7.66360,0.34485,22.76200
7.66360,0.34586,23.83900
7.66360,0.34687,24.94100
7.66360,0.34788,26.06700
7.66360,0.34889,27.21900
7.66360,0.34990,28.39500
7.66360,0.35091,29.59700
7.66360,0.35192,30.82100
7.66360,0.35293,32.07200
7.66360,0.35394,33.34600
7.66360,0.35495,34.64400
7.66360,0.35596,35.96600
7.66360,0.35697,37.31100
7.66360,0.35798,38.68000
7.66360,0.35899,40.07100
7.66360,0.36000,41.48500
7.67580,0.26000,32.62300
7.67580,0.26101,31.32500
7.67580,0.26202,30.05400
7.67580,0.26303,28.81200
7.67580,0.26404,27.59700
7.67580,0.26505,26.40900
7.67580,0.26606,25.25000
7.67580,0.26707,24.11900
7.67580,0.26808,23.01500
7.67580,0.26909,21.94000
7.67580,0.27010,20.89300
7.67580,0.27111,19.87400
7.67580,0.27212,18.88300
7.67580,0.27313,17.92100
7.67580,0.27414,16.98700
7.67580,0.27515,16.08100
7.67580,0.27616,15.20400
7.67580,0.27717,14.35500
7.67580,0.27818,13.53600
7.67580,0.27919,12.74400
7.67580,0.28020,11.98200
7.67580,0.28121,11.24800
7.67580,0.28222,10.54400
7.67580,0.28323,9.86800
7.67580,0.28424,9.22000
7.67580,0.28525,8.60200
7.67580,0.28626,8.01300
7.67580,0.28727,7.45300
7.67580,0.28828,6.92200
7.67580,0.28929,6.42000
7.67580,0.29030,5.94700
7.67580,0.29131,5.50300
7.67580,0.29232,5.08900
7.67580,0.29333,4.70400
7.67580,0.29434,4.34700
7.67580,0.29535,4.02100
7.67580,0.29636,3.72300
7.67580,0.29737,3.45500
7.67580,0.29838,3.21600
7.67580,0.29939,3.00600
7.67580,0.30040,2.82600
7.67580,0.30141,2.67500
7.67580,0.30242,2.55300
7.67580,0.30343,2.46100
7.67580,0.30444,2.39800
7.67580,0.30545,2.36400
7.67580,0.30646,2.35900
7.67580,0.30747,2.38400
7.67580,0.30848,2.43700
7.67580,0.30949,2.52100
7.67580,0.31051,2.63300
7.67580,0.31152,2.77400
7.67580,0.31253,2.94500
7.67580,0.31354,3.14400
7.67580,0.31455,3.37300
7.67580,0.31556,3.63000
7.67580,0.31657,3.91700
7.67580,0.31758,4.23100
7.67580,0.31859,4.57500
7.67580,0.31960,4.94800
7.67580,0.32061,5.35000
7.67580,0.32162,5.78000
7.67580,0.32263,6.23900
7.67580,0.32364,6.72600
7.67580,0.32465,7.24200
7.67580,0.32566,7.78600
7.67580,0.32667,8.35800
7.67580,0.32768,8.95900
7.67580,0.32869,9.58700
7.67580,0.32970,10.24400
7.67580,0.33071,10.92800
7.67580,0.33172,11.64000
7.67580,0.33273,12.38000
7.67580,0.33374,13.14700
7.67580,0.33475,13.94100
7.67580,0.33576,14.76300
7.67580,0.33677,15.61200
7.67580,0.33778,16.48700
7.67580,0.33879,17.39000
7.67580,0.33980,18.31900
7.67580,0.34081,19.27400
7.67580,0.34182,20.25600
7.67580,0.34283,21.26400
7.67580,0.34384,22.29800
7.67580,0.34485,23.35800
7.67580,0.34586,24.44400
7.67580,0.34687,25.55400
7.67580,0.34788,26.68800
7.67580,0.34889,27.84900
7.67580,0.34990,29.03400
7.67580,0.35091,30.24500
7.67580,0.35192,31.47900
7.67580,0.35293,32.73900
7.67580,0.35394,34.02300
7.67580,0.35495,35.33000
7.67580,0.35596,36.66200
7.67580,0.35697,38.01700
7.67580,0.35798,39.39500
7.67580,0.35899,40.79700
7.67580,0.36000,42.22000
7.68790,0.26000,32.73000
7.68790,0.26101,31.43500
7.68790,0.26202,30.16900
7.68790,0.26303,28.93000
7.68790,0.26404,27.71900
7.68790,0.26505,26.53600
7.68790,0.26606,25.38100
7.68790,0.26707,24.25300
7.68790,0.26808,23.15400
7.68790,0.26909,22.08300
7.68790,0.27010,21.04000
7.68790,0.27111,20.02500
7.68790,0.27212,19.03900
7.68790,0.27313,18.08100
7.68790,0.27414,17.15100
7.68790,0.27515,16.25000
7.68790,0.27616,15.37800
7.68790,0.27717,14.53400
7.68790,0.27818,13.71900
7.68790,0.27919,12.93200
7.68790,0.28020,12.17500
7.68790,0.28121,11.44600
7.68790,0.28222,10.74600
7.68790,0.28323,10.07500
7.68790,0.28424,9.43300
7.68790,0.28525,8.82000
7.68790,0.28626,8.23600
7.68790,0.28727,7.68100
7.68790,0.28828,7.15500
7.68790,0.28929,6.65800
7.68790,0.29030,6.19000
7.68790,0.29131,5.75200
7.68790,0.29232,5.34400
7.68790,0.29333,4.96300
7.68790,0.29434,4.61300
7.68790,0.29535,4.29200
7.68790,0.29636,4.00000
7.68790,0.29737,3.73700
7.68790,0.29838,3.50400
7.68790,0.29939,3.30000
7.68790,0.30040,3.12600
7.68790,0.30141,2.98100
7.68790,0.30242,2.86500
7.68790,0.30343,2.77900
7.68790,0.30444,2.72200
7.68790,0.30545,2.69400
7.68790,0.30646,2.69500
7.68790,0.30747,2.72600
7.68790,0.30848,2.78700
7.68790,0.30949,2.87600
7.68790,0.31051,2.99500
7.68790,0.31152,3.14300
7.68790,0.31253,3.32000
7.68790,0.31354,3.52600
7.68790,0.31455,3.76100
7.68790,0.31556,4.02400
7.68790,0.31657,4.31800
7.68790,0.31758,4.64100
7.68790,0.31859,4.99100
7.68790,0.31960,5.37100
7.68790,0.32061,5.78000
7.68790,0.32162,6.21800
7.68790,0.32263,6.68400
7.68790,0.32364,7.17800
7.68790,0.32465,7.70200
7.68790,0.32566,8.25300
7.68790,0.32667,8.83300
7.68790,0.32768,9.44100
7.68790,0.32869,10.07700
7.68790,0.32970,10.74100
7.68790,0.33071,11.43300
7.68790,0.33172,12.15300
7.68790,0.33273,12.90100
7.68790,0.33374,13.67600
7.68790,0.33475,14.47800
7.68790,0.33576,15.30800
7.68790,0.33677,16.16500
7.68790,0.33778,17.04900
7.68790,0.33879,17.95900
7.68790,0.33980,18.89700
7.68790,0.34081,19.86100
7.68790,0.34182,20.85100
7.68790,0.34283,21.86800
7.68790,0.34384,22.91000
7.68790,0.34485,23.97900
7.68790,0.34586,25.07200
7.68790,0.34687,26.19100
7.68790,0.34788,27.33500
7.68790,0.34889,28.50500
7.68790,0.34990,29.69900
7.68790,0.35091,30.91900
7.68790,0.35192,32.16300
7.68790,0.35293,33.43300
7.68790,0.35394,34.72600
7.68790,0.35495,36.04300
7.68790,0.35596,37.38400
7.68790,0.35697,38.74900
7.68790,0.35798,40.13700
7.68790,0.35899,41.54800
7.68790,0.36000,42.98200
7.70000,0.26000,32.85600
7.70000,0.26101,31.56600
7.70000,0.26202,30.30400
7.70000,0.26303,29.06900
7.70000,0.26404,27.86200
7.70000,0.26505,26.68300
7.70000,0.26606,25.53200
7.70000,0.26707,24.40900
7.70000,0.26808,23.31400
7.70000,0.26909,22.24700
7.70000,0.27010,21.20800
7.70000,0.27111,20.19800
7.70000,0.27212,19.21600
7.70000,0.27313,18.26200
7.70000,0.27414,17.33700
7.70000,0.27515,16.44100
7.70000,0.27616,15.57300
7.70000,0.27717,14.73400
7.70000,0.27818,13.92300
7.70000,0.27919,13.14200
7.70000,0.28020,12.38900
7.70000,0.28121,11.66500
7.70000,0.28222,10.97000
7.70000,0.28323,10.30400
7.70000,0.28424,9.66700
7.70000,0.28525,9.05900
7.70000,0.28626,8.48000
7.70000,0.28727,7.93000
7.70000,0.28828,7.41000
7.70000,0.28929,6.91800
7.70000,0.29030,6.45600
7.70000,0.29131,6.02300
7.70000,0.29232,5.62000
7.70000,0.29333,5.24600
7.70000,0.29434,4.90100
7.70000,0.29535,4.58500
7.70000,0.29636,4.29900
7.70000,0.29737,4.04200
7.70000,0.29838,3.81500
7.70000,0.29939,3.61700
7.70000,0.30040,3.44900
7.70000,0.30141,3.31000
7.70000,0.30242,3.20000
7.70000,0.30343,3.12000
7.70000,0.30444,3.06900
7.70000,0.30545,3.04800
7.70000,0.30646,3.05500
7.70000,0.30747,3.09300
7.70000,0.30848,3.15900
7.70000,0.30949,3.25400
7.70000,0.31051,3.38100
7.70000,0.31152,3.53500
7.70000,0.31253,3.71900
7.70000,0.31354,3.93200
7.70000,0.31455,4.17300
7.70000,0.31556,4.44500
7.70000,0.31657,4.74500
7.70000,0.31758,5.07400
7.70000,0.31859,5.43200
7.70000,0.31960,5.81900
7.70000,0.32061,6.23500
7.70000,0.32162,6.68000
7.70000,0.32263,7.15300
7.70000,0.32364,7.65500
7.70000,0.32465,8.18600
7.70000,0.32566,8.74500
7.70000,0.32667,9.33200
7.70000,0.32768,9.94800
7.70000,0.32869,10.59200
7.70000,0.32970,11.26400
7.70000,0.33071,11.96400
7.70000,0.33172,12.69100
7.70000,0.33273,13.44700
7.70000,0.33374,14.23000
7.70000,0.33475,15.04000
7.70000,0.33576,15.87800
7.70000,0.33677,16.74300
7.70000,0.33778,17.63500
7.70000,0.33879,18.55400
7.70000,0.33980,19.50000
7.70000,0.34081,20.47300
7.70000,0.34182,21.47100
7.70000,0.34283,22.49600
7.70000,0.34384,23.54800
7.70000,0.34485,24.62500
7.70000,0.34586,25.72700
7.70000,0.34687,26.85400
7.70000,0.34788,28.00800
7.70000,0.34889,29.18600
7.70000,0.34990,30.39000
7.70000,0.35091,31.61900
7.70000,0.35192,32.87400
7.70000,0.35293,34.15200
7.70000,0.35394,35.45500
7.70000,0.35495,36.78200
7.70000,0.35596,38.13200
7.70000,0.35697,39.50700
7.70000,0.35798,40.90400
7.70000,0.35899,42.32500
7.70000,0.36000,43.76900
7.71210,0.26000,33.00300
7.71210,0.26101,31.71700
7.71210,0.26202,30.45900
7.71210,0.26303,29.22800
7.71210,0.26404,28.02500
7.71210,0.26505,26.85000
7.71210,0.26606,25.70300
7.71210,0.26707,24.58400
7.71210,0.26808,23.49400
7.71210,0.26909,22.43100
7.71210,0.27010,21.39700
7.71210,0.27111,20.39100
7.71210,0.27212,19.41400
7.71210,0.27313,18.46500
7.71210,0.27414,17.54500
7.71210,0.27515,16.65300
7.71210,0.27616,15.79000
7.71210,0.27717,14.95500
7.71210,0.27818,14.15000
7.71210,0.27919,13.37300
7.71210,0.28020,12.62500
7.71210,0.28121,11.90600
7.71210,0.28222,11.21600
7.71210,0.28323,10.55500
7.71210,0.28424,9.92300
7.71210,0.28525,9.32100
7.71210,0.28626,8.74700
7.71210,0.28727,8.20200
7.71210,0.28828,7.68700
7.71210,0.28929,7.20100
7.71210,0.29030,6.74500
7.71210,0.29131,6.31800
7.71210,0.29232,5.92000
7.71210,0.29333,5.55100
7.71210,0.29434,5.21100
7.71210,0.29535,4.90200
7.71210,0.29636,4.62100
7.71210,0.29737,4.37100
7.71210,0.29838,4.14900
7.71210,0.29939,3.95700
7.71210,0.30040,3.79500
7.71210,0.30141,3.66200
7.71210,0.30242,3.55800
7.71210,0.30343,3.48400
7.71210,0.30444,3.44000
7.71210,0.30545,3.42500
7.71210,0.30646,3.43900
7.71210,0.30747,3.48300
7.71210,0.30848,3.55600
7.71210,0.30949,3.65800
7.71210,0.31051,3.79000
7.71210,0.31152,3.95100
7.71210,0.31253,4.14200
7.71210,0.31354,4.36100
7.71210,0.31455,4.61000
7.71210,0.31556,4.88900
7.71210,0.31657,5.19500
7.71210,0.31758,5.53100
7.71210,0.31859,5.89700
7.71210,0.31960,6.29100
7.71210,0.32061,6.71400
7.71210,0.32162,7.16600
7.71210,0.32263,7.64700
7.71210,0.32364,8.15700
7.71210,0.32465,8.69500
7.71210,0.32566,9.26100
7.71210,0.32667,9.85600
7.71210,0.32768,10.48000
7.71210,0.32869,11.13100
7.71210,0.32970,11.81100
7.71210,0.33071,12.51900
7.71210,0.33172,13.25400
7.71210,0.33273,14.01800
7.71210,0.33374,14.80900
7.71210,0.33475,15.62800
7.71210,0.33576,16.47400
7.71210,0.33677,17.34700
7.71210,0.33778,18.24700
7.71210,0.33879,19.17500
7.71210,0.33980,20.12900
7.71210,0.34081,21.11000
7.71210,0.34182,22.11700
7.71210,0.34283,23.15400
7.71210,0.34384,24.21100
7.71210,0.34485,25.29700
7.71210,0.34586,26.40700
7.71210,0.34687,27.54400
7.71210,0.34788,28.70700
7.71210,0.34889,29.89400
7.71210,0.34990,31.10700
7.71210,0.35091,32.34600
7.71210,0.35192,33.60900
7.71210,0.35293,34.89700
7.71210,0.35394,36.20900
7.71210,0.35495,37.54600
7.71210,0.35596,38.90600
7.71210,0.35697,40.29000
7.71210,0.35798,41.69800
7.71210,0.35899,43.12900
7.71210,0.36000,44.58200
7.72420,0.26000,33.17000
7.72420,0.26101,31.88800
7.72420,0.26202,30.63400
7.72420,0.26303,29.40700
7.72420,0.26404,28.20900
7.72420,0.26505,27.03800
7.72420,0.26606,25.89500
7.72420,0.26707,24.78100
7.72420,0.26808,23.69500
7.72420,0.26909,22.63700
7.72420,0.27010,21.60700
7.72420,0.27111,20.60600
7.72420,0.27212,19.63300
7.72420,0.27313,18.68900
7.72420,0.27414,17.77300
7.72420,0.27515,16.88600
7.72420,0.27616,16.02800
7.72420,0.27717,15.19800
7.72420,0.27818,14.39700
7.72420,0.27919,13.62600
7.72420,0.28020,12.88300
7.72420,0.28121,12.16900
7.72420,0.28222,11.48400
7.72420,0.28323,10.82800
7.72420,0.28424,10.20200
7.72420,0.28525,9.60400
7.72420,0.28626,9.03600
7.72420,0.28727,8.49700
7.72420,0.28828,7.98700
7.72420,0.28929,7.50600
7.72420,0.29030,7.05500
7.72420,0.29131,6.63400
7.72420,0.29232,6.24100
7.72420,0.29333,5.87800
7.72420,0.29434,5.54500
7.72420,0.29535,5.24100
7.72420,0.29636,4.96700
7.72420,0.29737,4.72200
7.72420,0.29838,4.50700
7.72420,0.29939,4.32100
7.72420,0.30040,4.16400
7.72420,0.30141,4.03800
7.72420,0.30242,3.94000
7.72420,0.30343,3.87300
7.72420,0.30444,3.83400
7.72420,0.30545,3.82600
7.72420,0.30646,3.84600
7.72420,0.30747,3.89700
7.72420,0.30848,3.97600
7.72420,0.30949,4.08500
7.72420,0.31051,4.22300
7.72420,0.31152,4.39200
7.72420,0.31253,4.58900
7.72420,0.31354,4.81500
7.72420,0.31455,5.07100
7.72420,0.31556,5.35600
7.72420,0.31657,5.67000
7.72420,0.31758,6.01400
7.72420,0.31859,6.38600
7.72420,0.31960,6.78800
7.72420,0.32061,7.21800
7.72420,0.32162,7.67800
7.72420,0.32263,8.16600
7.72420,0.32364,8.68300
7.72420,0.32465,9.22800
7.72420,0.32566,9.80300
7.72420,0.32667,10.40500
7.72420,0.32768,11.03600
7.72420,0.32869,11.69600
7.72420,0.32970,12.38300
7.72420,0.33071,13.09900
7.72420,0.33172,13.84300
7.72420,0.33273,14.61400
7.72420,0.33374,15.41300
7.72420,0.33475,16.24000
7.72420,0.33576,17.09400
7.72420,0.33677,17.97600
7.72420,0.33778,18.88500
7.72420,0.33879,19.82000
7.72420,0.33980,20.78300
7.72420,0.34081,21.77300
7.72420,0.34182,22.79200
7.72420,0.34283,23.83100
7.72420,0.34384,24.90000
